swr_factor,k_min,par_id
1.398,4.716e-06,p0914
0.7829,4.488e-06,p0915
1.561,2.767e-06,p0916
0.748,2.368e-06,p0917
2,4.417e-06,p0918
1.295,6.434e-06,p0919
1.996,1.95e-06,p0920
0.7694,3.799e-06,p0921
1.868,3.608e-07,p0922
0.8824,5.624e-06,p0923
0.739,1.761e-06,p0924
1.55,3.197e-06,p0925
1.722,9.54e-07,p0926
1.461,9.746e-06,p0927
1.504,7.527e-06,p0928
0.9712,8.208e-06,p0929
0.9052,6.709e-06,p0930
1.677,2.173e-06,p0931
1.61,2.084e-06,p0932
1.182,8.804e-06,p0933
0.9953,6.626e-07,p0934
0.7195,3.177e-07,p0935
1.549,7.079e-06,p0936
1.633,1.23e-06,p0937
1.415,6.838e-06,p0938
0.5822,8.715e-06,p0939
0.9776,2.314e-06,p0940
1.517,8.319e-06,p0941
1.789,4.546e-06,p0942
1.185,7.357e-06,p0943
0.8244,3.036e-06,p0944
0.6823,5.397e-06,p0945
1.744,1.678e-06,p0946
1.687,9.158e-06,p0947
0.551,2.357e-06,p0948
0.8713,7.588e-06,p0949
1.182,3.74e-06,p0950
1.223,6.217e-06,p0951
0.6463,6.08e-06,p0952
0.7477,7.72e-06,p0953
1.794,5.558e-06,p0954
1.701,6.487e-06,p0955
1.467,5.537e-06,p0956
1.516,8.446e-06,p0957
1.102,3.467e-06,p0958
0.7005,8.475e-06,p0959
0.6628,9.206e-06,p0960
0.6154,1.494e-06,p0961
1.29,1.913e-06,p0962
1.091,7.821e-06,p0963
0.9883,9.466e-06,p0964
1.526,4.307e-06,p0965
1.726,8.641e-06,p0966
1.018,6.757e-06,p0967
0.6746,5.486e-06,p0968
0.7041,5.651e-06,p0969
1.099,8.177e-06,p0970
0.8224,5.194e-06,p0971
0.6559,9.641e-06,p0972
0.9632,6.406e-06,p0973
0.8998,8.498e-06,p0974
1.693,9.668e-06,p0975
1.52,9.352e-06,p0976
1.47,9.609e-06,p0977
1.674,7.033e-06,p0978
1.262,6.903e-06,p0979
1.637,4.869e-06,p0980
0.7175,9.513e-06,p0981
0.6119,2.458e-06,p0982
1.629,8.006e-06,p0983
1.739,5.527e-06,p0984
1.201,6.494e-06,p0985
0.7011,3.441e-06,p0986
1.117,5.452e-06,p0987
1.412,6.645e-06,p0988
0.8416,4.198e-06,p0989
0.8745,7.169e-06,p0990
1.321,1.711e-06,p0991
1.736,6.63e-06,p0992
1.348,2.752e-06,p0993
0.7679,1.519e-06,p0994
1.444,2.345e-06,p0995
1.241,3.849e-06,p0996
1.007,1.6e-06,p0997
0.567,2.977e-07,p0998
1.228,5.389e-06,p0999
1.095,4.007e-06,p1000
1.961,5.912e-06,p1001
0.9915,8.394e-06,p1002
1.01,4.281e-06,p1003
1.687,3.291e-06,p1004
0.583,2.139e-06,p1005
0.8628,5.843e-06,p1006
0.8577,8.743e-06,p1007
1.677,6.92e-06,p1008
1.465,2.527e-06,p1009
0.5589,9.968e-06,p1010
1.608,9.713e-06,p1011
1.057,9.388e-06,p1012
1.401,7.14e-06,p1013
0.6248,4.413e-06,p1014
1.133,2.88e-06,p1015
0.6065,5.684e-06,p1016
0.7583,5.703e-06,p1017
1.678,6.1e-06,p1018
0.8336,3.135e-06,p1019
1.88,7.349e-06,p1020
0.72,5.441e-06,p1021
1.269,7.714e-06,p1022
1.313,9.336e-06,p1023
0.7537,7.023e-06,p1024
0.5552,4.583e-06,p1025
1.131,9.491e-06,p1026
0.7616,3.215e-06,p1027
1.577,3.46e-06,p1028
0.8432,8.834e-06,p1029
1.267,8.775e-06,p1030
1.149,2.113e-06,p1031
0.803,2.402e-06,p1032
1.912,1.073e-06,p1033
0.6258,8.734e-06,p1034
0.5626,7.601e-06,p1035
1.465,7.817e-06,p1036
1.306,9.928e-06,p1037
1.988,4.714e-06,p1038
0.5553,2.949e-07,p1039
1.237,6.823e-06,p1040
0.7279,6.082e-06,p1041
1.688,5.481e-07,p1042
1.793,7.628e-06,p1043
0.9595,3.977e-06,p1044
1.769,2.407e-06,p1045
1.904,6.092e-06,p1046
1.791,1.868e-06,p1047
0.8494,3.207e-06,p1048
0.8845,2.404e-06,p1049
1.384,2.596e-06,p1050
1.976,3.335e-06,p1051
1.871,4.639e-06,p1052
0.9149,1.341e-06,p1053
1.796,6.189e-07,p1054
1.318,5.211e-06,p1055
1.774,6.417e-06,p1056
0.7143,7.86e-06,p1057
0.5086,6.32e-06,p1058
0.9244,2.146e-06,p1059
0.9203,3.106e-06,p1060
1.573,8.087e-06,p1061
0.745,8.603e-06,p1062
1.774,8.678e-06,p1063
1.745,2.827e-06,p1064
1.845,1.562e-06,p1065
1.064,2.007e-06,p1066
1.8,1.575e-06,p1067
1.694,8.564e-06,p1068
0.8515,4.043e-06,p1069
1.176,8.522e-06,p1070
1.822,9.081e-06,p1071
1.749,9.432e-06,p1072
0.8467,8.29e-06,p1073
0.9963,5.636e-06,p1074
0.8541,9.004e-07,p1075
0.7811,9.113e-06,p1076
1.017,1.715e-06,p1077
0.7225,1.974e-06,p1078
0.5921,8.894e-06,p1079
1.391,9.02e-06,p1080
0.6411,9.817e-06,p1081
0.9752,2.123e-06,p1082
0.9667,4.389e-06,p1083
1.204,5.206e-07,p1084
1.085,6.266e-06,p1085
1.553,6.966e-06,p1086
1.008,5.979e-06,p1087
1.184,2.806e-07,p1088
0.8109,4.461e-06,p1089
1.926,9.903e-06,p1090
1.636,8.723e-06,p1091
0.7736,9.517e-06,p1092
1.891,2.329e-06,p1093
1.384,2.31e-06,p1094
0.956,8.529e-07,p1095
1.381,3.447e-06,p1096
1.324,8.306e-06,p1097
1.466,4.289e-06,p1098
1.641,4.25e-06,p1099
1.75,6.236e-06,p1100
1.729,3.428e-06,p1101
1.389,9.791e-06,p1102
0.932,6.056e-06,p1103
0.9943,9.295e-06,p1104
0.5881,6.955e-06,p1105
1.794,9.534e-06,p1106
1.426,7.588e-07,p1107
1.022,3.007e-06,p1108
1.33,4.686e-07,p1109
1.565,4.123e-06,p1110
0.5692,1.994e-06,p1111
1.255,9.029e-06,p1112
1.508,9.269e-06,p1113
1.03,2.176e-06,p1114
0.7539,8.915e-06,p1115
1.471,7.789e-06,p1116
1.915,7.505e-06,p1117
1.085,3.952e-06,p1118
1.12,1.7e-06,p1119
1.035,3.644e-06,p1120
1.67,7.787e-06,p1121
1.5,5.428e-06,p1122
1.311,8.768e-06,p1123
1.195,8.718e-06,p1124
1.049,8.352e-06,p1125
1.138,1.704e-06,p1126
1.786,3.627e-07,p1127
0.9289,8.077e-06,p1128
1.124,3.462e-06,p1129
1.059,4.742e-06,p1130
1.205,4.821e-06,p1131
0.5947,8.971e-06,p1132
1.632,2.735e-06,p1133
0.8312,4.447e-07,p1134
1.136,4.888e-06,p1135
0.9934,9.309e-06,p1136
0.5886,3.316e-06,p1137
1.892,8.92e-06,p1138
0.8197,7.543e-06,p1139
0.9928,9.633e-06,p1140
1.732,6.043e-06,p1141
1.395,9.679e-06,p1142
1.589,2.028e-07,p1143
1.762,4.857e-06,p1144
1.032,2.753e-06,p1145
1.449,4.187e-06,p1146
1.454,2.246e-06,p1147
1.858,2.035e-06,p1148
1.927,2.989e-06,p1149
1.139,4.201e-06,p1150
1.858,1.682e-06,p1151
1.857,2.602e-06,p1152
0.6276,5.58e-06,p1153
0.7122,4.594e-06,p1154
1.192,2.525e-06,p1155
0.9483,6.323e-06,p1156
1.068,8.066e-06,p1157
0.57,7.115e-06,p1158
0.8777,4.682e-06,p1159
1.156,5.925e-06,p1160
1.524,6.072e-06,p1161
0.6438,6.046e-06,p1162
1.199,8.222e-06,p1163
1.806,4.18e-06,p1164
1.227,7.194e-06,p1165
1.524,9.097e-06,p1166
0.921,3.433e-06,p1167
0.9186,5.261e-06,p1168
1.288,1.606e-06,p1169
0.7962,8.278e-06,p1170
0.5822,2.87e-06,p1171
1.027,5.123e-07,p1172
1.116,6.697e-06,p1173
1.644,1.854e-06,p1174
1.903,6.379e-06,p1175
1.378,4.331e-06,p1176
0.6936,2.6e-06,p1177
0.849,9.01e-06,p1178
0.9172,2.236e-06,p1179
0.5631,8.292e-06,p1180
1.188,6.408e-06,p1181
0.5166,4.347e-06,p1182
1.265,5.943e-07,p1183
1.843,7.851e-06,p1184
1.379,5.434e-06,p1185
1.061,2.47e-07,p1186
0.7816,2.279e-06,p1187
0.5702,2.321e-06,p1188
0.9534,4.43e-06,p1189
1.95,5.075e-06,p1190
1.352,4.228e-06,p1191
1.445,8.741e-07,p1192
0.6958,9.246e-07,p1193
1.14,4.032e-06,p1194
1.77,3.637e-06,p1195
1.776,6.475e-06,p1196
1.883,5.072e-06,p1197
1.957,8.362e-06,p1198
1.293,2.17e-06,p1199
1.972,6.722e-06,p1200
0.8058,5.603e-06,p1201
0.9783,8.215e-07,p1202
1.249,8.948e-06,p1203
0.8596,4.616e-06,p1204
0.5496,5.984e-06,p1205
1.635,6.423e-06,p1206
1.327,4.755e-06,p1207
1.253,9.662e-06,p1208
1.299,7.643e-06,p1209
0.7173,2.965e-06,p1210
1.679,1.88e-06,p1211
1.816,4.943e-06,p1212
1.349,7.394e-06,p1213
1.103,2.704e-06,p1214
0.5576,2.632e-06,p1215
1.622,8.125e-06,p1216
0.7843,1.533e-06,p1217
1.338,7.48e-06,p1218
0.6563,7.052e-06,p1219
1.414,3.942e-06,p1220
1.634,6.953e-06,p1221
1.486,1.671e-06,p1222
1.548,1.753e-06,p1223
1.194,9.56e-06,p1224
0.9771,8.914e-06,p1225
1.278,6.383e-06,p1226
1.05,7.696e-06,p1227
0.9095,1.38e-06,p1228
0.6997,2.075e-06,p1229
1.546,6.897e-06,p1230
1.482,7.407e-06,p1231
1.086,2.143e-06,p1232
0.7342,6.826e-06,p1233
1.931,3.52e-06,p1234
0.7827,9.192e-07,p1235
1.603,8.155e-06,p1236
1.802,3.844e-06,p1237
0.9923,5.532e-06,p1238
1.128,6.124e-07,p1239
1.411,4.267e-06,p1240
1.444,5.46e-06,p1241
0.516,2.954e-06,p1242
0.8792,1.322e-06,p1243
1.89,1.102e-06,p1244
1.359,5.849e-06,p1245
1.649,5.766e-06,p1246
0.8371,5.416e-06,p1247
1.147,1.876e-06,p1248
1.783,7.16e-06,p1249
1.011,9.87e-06,p1250
1.642,2.879e-06,p1251
0.5282,4.945e-06,p1252
1.435,7.283e-06,p1253
1.594,8.577e-06,p1254
1.066,6.888e-06,p1255
1.267,5.562e-06,p1256
0.8754,3.932e-06,p1257
1.782,4.746e-06,p1258
1.998,8.742e-06,p1259
1.994,1.512e-06,p1260
0.5909,2.308e-06,p1261
0.7046,8.16e-06,p1262
0.5336,1.407e-06,p1263
1.598,6.76e-06,p1264
1.981,1.491e-06,p1265
1.473,8.834e-07,p1266
1.304,8.304e-06,p1267
1.277,9.015e-06,p1268
1.006,8.871e-06,p1269
1.905,5.031e-06,p1270
0.9696,6.885e-07,p1271
1.884,6.596e-06,p1272
1.135,3.477e-06,p1273
0.7188,9.092e-06,p1274
1.009,4.047e-06,p1275
1.958,8.606e-06,p1276
1.155,3.169e-06,p1277
1.452,8.137e-06,p1278
1.457,8.487e-06,p1279
1.911,1.75e-06,p1280
1.738,6.734e-06,p1281
0.7986,6.975e-07,p1282
1.734,1.038e-06,p1283
1.194,1.422e-06,p1284
1.691,9.956e-06,p1285
1.024,6.415e-06,p1286
0.8907,1.864e-06,p1287
0.6337,4.095e-06,p1288
1.37,6.667e-06,p1289
0.536,7.633e-06,p1290
1.127,9.166e-06,p1291
1.699,2.337e-06,p1292
1.2,2.337e-07,p1293
1.907,4.957e-06,p1294
0.6735,8.309e-06,p1295
0.6343,4.274e-06,p1296
1.308,6.714e-06,p1297
1.348,3.442e-06,p1298
1.877,6.787e-06,p1299
1.938,7.741e-06,p1300
1.172,6.805e-06,p1301
1.017,8.979e-06,p1302
1.804,4.72e-06,p1303
1.441,2.981e-06,p1304
1.421,8.107e-06,p1305
0.939,4.873e-06,p1306
1.175,5.595e-06,p1307
0.7567,1.978e-07,p1308
1.599,9.591e-06,p1309
0.5742,4.937e-06,p1310
1.292,7.736e-06,p1311
0.5271,5.908e-06,p1312
0.5045,6.296e-06,p1313
0.8644,7.863e-06,p1314
0.5923,5.363e-06,p1315
0.9191,2.948e-06,p1316
1.422,2e-06,p1317
1.571,5.578e-06,p1318
1.282,3.152e-06,p1319
1.545,2.201e-06,p1320
1.106,5.714e-06,p1321
0.9238,9.617e-06,p1322
1.992,2.421e-06,p1323
1.17,4.913e-06,p1324
0.7716,9.738e-06,p1325
0.8687,7.842e-07,p1326
0.5752,7.897e-06,p1327
1.739,1.568e-06,p1328
0.832,9.585e-06,p1329
0.8621,7.98e-06,p1330
1.997,7.542e-06,p1331
1.08,9.221e-07,p1332
0.6861,1.902e-06,p1333
0.6599,7.997e-06,p1334
1.483,2.451e-07,p1335
1.805,3.559e-06,p1336
0.5603,5.609e-07,p1337
1.813,1.401e-06,p1338
1.938,3.191e-06,p1339
0.942,8.033e-06,p1340
1.335,7.557e-06,p1341
1.392,6.863e-06,p1342
1.976,3.504e-06,p1343
1.561,3.933e-06,p1344
0.6841,7.781e-07,p1345
0.5796,8.457e-06,p1346
1.181,2.819e-06,p1347
1.15,2.068e-06,p1348
1.224,7.204e-06,p1349
1.425,5.138e-07,p1350
1.353,9.62e-06,p1351
1.855,1.426e-06,p1352
1.134,6.958e-06,p1353
1.241,3.29e-07,p1354
1.128,1.632e-06,p1355
0.8726,1.643e-06,p1356
1.16,7.264e-06,p1357
0.623,9.636e-06,p1358
1.999,5.256e-06,p1359
1.016,7.148e-06,p1360
0.6552,4.402e-06,p1361
0.7014,5.052e-06,p1362
0.8757,1.042e-06,p1363
1.006,1.915e-07,p1364
1.375,3.725e-06,p1365
0.9987,2.3e-06,p1366
1.177,8.302e-06,p1367
0.9175,7.524e-06,p1368
0.7535,2.592e-07,p1369
0.6162,9.276e-06,p1370
1.521,5.16e-06,p1371
0.7046,6.186e-06,p1372
1.404,4.459e-06,p1373
1.815,2.578e-06,p1374
1.636,3.439e-06,p1375
0.615,8.06e-07,p1376
1.518,1.312e-06,p1377
1.206,9.456e-06,p1378
1.328,5.326e-06,p1379
0.7463,4.868e-07,p1380
0.6334,6.05e-06,p1381
1.258,9.455e-06,p1382
0.9637,4.952e-06,p1383
1.842,5.393e-06,p1384
0.7818,7.767e-06,p1385
1.138,9.385e-06,p1386
1.991,8.442e-06,p1387
0.7141,3.993e-06,p1388
1.625,5.303e-06,p1389
0.6528,4.452e-06,p1390
1.33,5.42e-06,p1391
1.58,7.153e-06,p1392
1.154,1.129e-06,p1393
1.436,1.657e-06,p1394
1.452,9.284e-06,p1395
1.692,5.227e-07,p1396
1.672,1.595e-07,p1397
0.7355,1.063e-06,p1398
1.05,6e-06,p1399
1.365,5.281e-06,p1400
1.156,7.362e-06,p1401
0.7028,1.788e-06,p1402
1.537,7.75e-06,p1403
0.7236,6.555e-06,p1404
1.703,6.432e-06,p1405
0.7701,5.18e-06,p1406
1.624,6.022e-06,p1407
1.535,2.302e-06,p1408
1.621,4.736e-06,p1409
0.6191,5.444e-06,p1410
1.783,6.754e-06,p1411
1.351,1.985e-06,p1412
1.975,4.536e-06,p1413
0.9092,6.707e-06,p1414
0.5113,1.676e-06,p1415
0.5843,8.968e-06,p1416
0.8731,2.943e-06,p1417
0.7079,8.331e-07,p1418
1.076,4.017e-07,p1419
1.69,3.01e-06,p1420
1.983,3.852e-06,p1421
0.9587,4.386e-06,p1422
0.9031,5.565e-06,p1423
0.6225,4.217e-06,p1424
0.8599,6.589e-06,p1425
1.624,9.841e-06,p1426
0.5893,3.078e-06,p1427
0.7773,1.238e-06,p1428
0.7825,1.397e-06,p1429
0.6051,7.433e-06,p1430
0.7461,2.453e-06,p1431
1.721,2.769e-06,p1432
0.7633,1.659e-06,p1433
1.158,3.19e-06,p1434
1.655,9.684e-07,p1435
0.8638,9.821e-06,p1436
0.5299,8.373e-06,p1437
1.122,2.992e-06,p1438
1.891,3.242e-06,p1439
1.408,8.356e-06,p1440
0.6856,9.521e-06,p1441
0.5155,7.218e-06,p1442
1.231,3.251e-06,p1443
1.595,7.545e-06,p1444
1.141,4.921e-06,p1445
1.44,1.707e-06,p1446
1.3,8.853e-06,p1447
1.012,8.635e-07,p1448
1.565,6.333e-06,p1449
1.866,8.745e-06,p1450
0.5788,1.989e-06,p1451
0.9441,9.641e-07,p1452
1.947,1.281e-06,p1453
0.6941,9.202e-06,p1454
1.382,3.753e-06,p1455
1.552,5.715e-07,p1456
1.124,5.617e-06,p1457
1.404,9.673e-06,p1458
0.6518,7.487e-06,p1459
1.502,3.979e-06,p1460
0.6853,5.332e-06,p1461
1.477,7.56e-06,p1462
1.733,4.427e-06,p1463
1.534,3.509e-06,p1464
1.632,6.581e-06,p1465
1.423,1.622e-06,p1466
1.741,2.318e-06,p1467
1.241,8.574e-06,p1468
0.8793,1.805e-06,p1469
1.711,3.272e-06,p1470
0.7448,7.73e-06,p1471
1.79,6.606e-06,p1472
1.964,7.763e-06,p1473
0.5038,1.001e-06,p1474
1.301,5.573e-06,p1475
1.261,7.454e-06,p1476
0.8362,8.505e-06,p1477
1.686,2.778e-06,p1478
1.474,7.061e-06,p1479
1.153,5.445e-06,p1480
1.53,5.602e-06,p1481
0.5646,8.022e-06,p1482
1.759,6.075e-06,p1483
1.292,3.262e-06,p1484
1.846,6.182e-06,p1485
1.545,7.954e-06,p1486
1.283,6.398e-06,p1487
1.549,7.661e-06,p1488
1.079,2.891e-06,p1489
1.744,4.699e-07,p1490
1.544,7.176e-06,p1491
0.7339,5.888e-06,p1492
1.072,1.155e-06,p1493
1.578,2.468e-06,p1494
0.5983,4.814e-06,p1495
0.6286,7.378e-06,p1496
1.84,4.643e-07,p1497
1.569,8.808e-06,p1498
1.409,4.581e-06,p1499
1.762,5.164e-06,p1500
0.9258,8.754e-06,p1501
1.197,1.09e-06,p1502
0.935,5.753e-06,p1503
1.977,8.748e-06,p1504
1.565,2.273e-06,p1505
1.249,9.719e-06,p1506
0.7903,2.571e-06,p1507
1.854,4.163e-06,p1508
1.369,8.401e-06,p1509
0.5383,5.738e-06,p1510
0.6308,5.04e-06,p1511
0.7659,9.728e-06,p1512
1.405,1.544e-07,p1513
1.851,6.067e-06,p1514
1.981,3.168e-06,p1515
1.016,4.531e-06,p1516
1.726,4.125e-06,p1517
0.8011,6.229e-06,p1518
1.254,4.925e-06,p1519
1.258,3.743e-06,p1520
1.498,6.725e-06,p1521
1.514,8.794e-06,p1522
0.6572,5.95e-06,p1523
0.5505,9.977e-06,p1524
1.842,5.36e-06,p1525
0.7542,9.082e-06,p1526
1.686,5.682e-06,p1527
0.7927,5.197e-06,p1528
1.935,7.965e-06,p1529
0.7803,3.615e-06,p1530
1.285,9.538e-06,p1531
1.642,7.303e-06,p1532
1.633,4.708e-06,p1533
1.719,9.579e-06,p1534
1.272,7.916e-06,p1535
1.273,7.616e-06,p1536
0.8509,3.645e-06,p1537
1.331,6.271e-06,p1538
1.24,1.84e-06,p1539
1.279,7.604e-06,p1540
0.7835,7.411e-06,p1541
1.461,8.259e-06,p1542
1.969,7.273e-06,p1543
1.919,7.334e-06,p1544
1.956,6.178e-06,p1545
1.488,4.587e-06,p1546
1.577,9.951e-06,p1547
1.672,2.005e-06,p1548
1.539,5.095e-06,p1549
1.775,5.286e-07,p1550
0.8104,1.489e-06,p1551
1.039,1.884e-06,p1552
1.825,9.838e-06,p1553
1.723,9.905e-06,p1554
0.9272,1.041e-06,p1555
1.118,7.055e-06,p1556
1.614,7.024e-06,p1557
1.041,3.757e-06,p1558
1.385,1.335e-06,p1559
0.777,8.755e-06,p1560
1.013,2.857e-06,p1561
1.982,5.117e-06,p1562
1.096,2.168e-06,p1563
0.7686,2.027e-06,p1564
1.103,8.591e-06,p1565
1.806,3.395e-06,p1566
1.927,6.555e-06,p1567
1.509,6.72e-06,p1568
0.556,3.622e-06,p1569
0.6459,1.905e-06,p1570
1.011,8.481e-06,p1571
0.6372,8.561e-06,p1572
1.122,2.401e-06,p1573
0.5071,4.241e-06,p1574
1.246,2.665e-06,p1575
1.324,7.947e-06,p1576
1.971,1.151e-06,p1577
0.9556,8.217e-06,p1578
1.562,3.571e-06,p1579
1.946,8.028e-06,p1580
1.412,2.186e-06,p1581
1.469,5.421e-06,p1582
0.8474,4.63e-06,p1583
0.6622,7.334e-06,p1584
0.8592,2.773e-06,p1585
1.793,7.536e-06,p1586
1.45,2.296e-06,p1587
0.6591,9.962e-06,p1588
0.8536,6.059e-06,p1589
0.7399,7.854e-06,p1590
0.6483,4.781e-06,p1591
0.5078,1.005e-06,p1592
0.7873,6.263e-06,p1593
1.171,5.818e-06,p1594
1.666,7.52e-06,p1595
0.9874,3.671e-06,p1596
1.036,2.121e-06,p1597
1.486,9.197e-06,p1598
0.7877,7.948e-07,p1599
0.868,9.172e-06,p1600
1.724,1.076e-06,p1601
0.5241,9.4e-06,p1602
1.676,4.321e-06,p1603
1.803,1.226e-06,p1604
0.7073,3.078e-06,p1605
1.595,4.502e-06,p1606
1.609,4.906e-06,p1607
0.9847,2.206e-06,p1608
0.7021,3.832e-06,p1609
0.5473,5.789e-06,p1610
1.791,9.032e-06,p1611
1.541,2.502e-06,p1612
1.13,3.658e-06,p1613
0.5133,9.997e-07,p1614
0.8239,9.767e-06,p1615
0.587,9.733e-06,p1616
0.7788,5.574e-07,p1617
0.5317,4.885e-06,p1618
0.784,2.73e-06,p1619
1.783,6.744e-06,p1620
1.503,3.421e-06,p1621
1.885,9.053e-06,p1622
1.656,7.37e-06,p1623
1.907,1.532e-06,p1624
1.34,4.101e-06,p1625
1.878,5.106e-06,p1626
0.5499,9.831e-06,p1627
1.223,5.73e-06,p1628
1.908,9.949e-06,p1629
1.943,1.32e-06,p1630
0.7239,7.678e-06,p1631
1.729,9.445e-06,p1632
1.074,5.917e-06,p1633
0.8082,9.802e-06,p1634
1.536,2.603e-06,p1635
1.95,9.021e-06,p1636
1.155,6.858e-06,p1637
0.8359,9.509e-06,p1638
1.486,9.06e-06,p1639
1.825,1.733e-06,p1640
1.26,2.557e-06,p1641
1.821,7.22e-06,p1642
1.045,5.687e-06,p1643
1.504,1.308e-06,p1644
1.144,1.573e-06,p1645
1.279,8.416e-06,p1646
1.396,6.281e-06,p1647
1.03,3.212e-07,p1648
1.268,5.124e-06,p1649
1.707,8.626e-06,p1650
1.377,2.655e-06,p1651
1.318,2.287e-06,p1652
0.713,2.873e-06,p1653
1.556,5.121e-06,p1654
1.872,8.156e-07,p1655
0.831,7.032e-06,p1656
1.721,9.211e-06,p1657
0.8527,8.962e-06,p1658
1.184,1.754e-07,p1659
0.5668,6.015e-06,p1660
1.56,8.316e-06,p1661
1.435,9.381e-06,p1662
1.581,5.675e-06,p1663
1.364,5.719e-06,p1664
0.9868,8.733e-06,p1665
1.36,6.238e-06,p1666
1.706,9.769e-06,p1667
1.936,5.358e-06,p1668
1.865,3.701e-06,p1669
0.9794,5.415e-06,p1670
0.6884,6.665e-06,p1671
1.649,1.336e-06,p1672
0.5005,3.831e-06,p1673
1.332,5.548e-06,p1674
0.7352,2.161e-06,p1675
0.8912,7.613e-06,p1676
1.7,5.376e-06,p1677
1.945,9.598e-06,p1678
1.271,3.146e-06,p1679
1.352,4.285e-06,p1680
1.345,2.268e-06,p1681
1.859,7.959e-06,p1682
0.5413,7.83e-06,p1683
1.289,3.102e-06,p1684
1.388,9.371e-06,p1685
1.384,1.943e-06,p1686
1.711,3.949e-06,p1687
1.305,3.681e-06,p1688
0.7308,6.699e-06,p1689
0.752,1.455e-06,p1690
1.818,3.154e-07,p1691
1.91,5.387e-06,p1692
0.9625,8.955e-06,p1693
0.6968,1.506e-06,p1694
1.06,2.86e-06,p1695
1.688,8.615e-07,p1696
1.491,8.602e-06,p1697
0.5045,9.144e-06,p1698
0.7182,5.952e-06,p1699
1.933,6.986e-06,p1700
1.669,5.546e-06,p1701
1.494,2.946e-06,p1702
1.335,2.726e-06,p1703
1.18,9.568e-06,p1704
0.6644,3.632e-06,p1705
1.96,1.503e-06,p1706
1.501,7.421e-06,p1707
0.93,5.969e-06,p1708
1.64,7.625e-06,p1709
0.885,5.71e-06,p1710
1.82,8.067e-06,p1711
1.999,7.268e-06,p1712
1.995,5.473e-06,p1713
1.576,6.064e-06,p1714
1.152,6.662e-06,p1715
1.554,7.17e-07,p1716
0.8365,4.264e-06,p1717
0.685,3.761e-06,p1718
1.008,7.085e-07,p1719
1.393,4.644e-06,p1720
0.5151,2.316e-06,p1721
0.934,7.142e-06,p1722
1.771,6.866e-07,p1723
0.5119,9.037e-07,p1724
1.999,4.54e-06,p1725
1.671,3.32e-06,p1726
0.5141,8.175e-06,p1727
0.5261,7.108e-06,p1728
0.9574,2.636e-06,p1729
1.367,5.249e-06,p1730
1.093,3.594e-06,p1731
1.444,3.842e-07,p1732
1.025,5.919e-06,p1733
1.225,7.752e-06,p1734
1.564,7.849e-06,p1735
1.83,3.56e-06,p1736
0.9292,9.272e-06,p1737
0.894,9.153e-06,p1738
0.9752,5.858e-06,p1739
0.5959,8.822e-06,p1740
1.339,5.927e-06,p1741
1.268,6.225e-06,p1742
1.21,1.948e-06,p1743
1.401,5.035e-06,p1744
0.995,7.821e-06,p1745
1.813,2.941e-06,p1746
1.516,8.645e-06,p1747
1.42,8.873e-06,p1748
1.832,8.321e-06,p1749
0.8573,4.255e-06,p1750
1.214,4.811e-06,p1751
1.342,5.224e-06,p1752
1.718,9.391e-06,p1753
1.16,4.809e-06,p1754
1.596,4.63e-06,p1755
1.237,8.684e-06,p1756
1.622,9.434e-06,p1757
1.187,3.514e-06,p1758
0.8652,3.133e-07,p1759
1.692,8.435e-06,p1760
1.755,4.195e-06,p1761
0.6738,3.66e-06,p1762
1.867,9.726e-06,p1763
1.26,6.509e-06,p1764
1.935,7.355e-06,p1765
1.347,6.925e-06,p1766
0.8442,3.284e-06,p1767
0.5528,3.633e-06,p1768
1.954,5.74e-06,p1769
1.558,7.65e-06,p1770
1.226,7.316e-06,p1771
1.396,7.739e-06,p1772
1.965,3.239e-06,p1773
1.47,1.897e-06,p1774
1.634,3.882e-06,p1775
1.675,6.951e-06,p1776
1.439,6.343e-07,p1777
0.6137,5.492e-06,p1778
1.763,5.518e-07,p1779
1.319,9.778e-06,p1780
1.372,8.507e-06,p1781
1.887,9.379e-06,p1782
1.187,6.972e-06,p1783
0.7259,4.765e-06,p1784
0.8483,7.448e-06,p1785
0.7519,1.198e-06,p1786
1.543,3.904e-06,p1787
1.561,3.155e-06,p1788
0.6049,8.674e-06,p1789
0.8649,4.175e-06,p1790
1.082,8.461e-06,p1791
1.74,6.51e-06,p1792
0.7527,1.562e-07,p1793
1.239,8.888e-06,p1794
0.9185,9.041e-06,p1795
0.8782,8.054e-06,p1796
0.649,7.86e-06,p1797
1.728,1.662e-06,p1798
1.792,9.43e-06,p1799
1.944,2.073e-06,p1800
1.378,9.676e-06,p1801
0.6043,5.18e-06,p1802
1.311,5.835e-07,p1803
0.7726,2.37e-06,p1804
1.046,1.235e-06,p1805
1.165,2.959e-06,p1806
1.354,9.563e-07,p1807
1.144,4.06e-06,p1808
1.343,3.334e-06,p1809
1.442,8.803e-06,p1810
0.6035,3.484e-07,p1811
1.726,9.97e-07,p1812
1.044,6.461e-06,p1813
1.12,7.531e-06,p1814
1.629,6.66e-06,p1815
0.8675,5.399e-07,p1816
1.567,9.653e-06,p1817
0.7833,7.884e-06,p1818
1.211,7.238e-06,p1819
1.001,3.209e-06,p1820
0.9261,2.058e-07,p1821
0.9767,7.67e-06,p1822
1.947,4.373e-06,p1823
1.984,8.812e-06,p1824
1.481,8.141e-06,p1825
1.864,1.345e-06,p1826
1.114,1.374e-06,p1827
